rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
domain	18	0.14336038192361114	4.5500250796078685	0.5028189799999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10385212090814744	0.09453027421898892	0.33584382029753
domain	15	0.14336038192361114	4.5500250796078685	0.48658098999999994	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.11339892877346434	0.10322015322707	0.32151109059362337
domain	2	0.14336038192361114	4.5500250796078685	0.48227799000000005	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10069439564344818	0.09165598881614904	0.31776438186811806
domain	3	0.14336038192361114	4.5500250796078685	0.49818899	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.11055883794519106	0.10063499114799254	0.33172549230046583
domain	4	0.14336038192361114	4.5500250796078685	0.48593499	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.09853261344558173	0.08968824986022743	0.32094724678892417
domain	5	0.14336038192361114	4.5500250796078685	0.49279199000000007	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10955893244389871	0.09972483793779628	0.32695685882079223
domain	6	0.14336038192361114	4.5500250796078685	0.49246797999999997	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.11095202996534378	0.1009928899483322	0.3266716637082551
domain	7	0.14336038192361114	4.5500250796078685	0.48936199	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10240618074687657	0.09321412276484504	0.32394391855589444
domain	8	0.14336038192361114	4.5500250796078685	0.50549698	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.08516944476128102	0.07752456953174558	0.3382375189375668
domain	19	0.14336038192361114	4.5500250796078685	0.6352039799999999	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.09538827893785466	0.08682615324965787	0.4654204652625075
kingdom	16	0.14336038192361114	4.5500250796078685	0.9856756399999999	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.35009235516697035	0.1953902636930396	0.5588491865025328
kingdom	10	0.14336038192361114	4.5500250796078685	0.9737596	0.45454545454545453	0.8333333333333334	0.5882352941176471	5.0	1.0	6.0	6.0	0.4166666666666667	0.7195619799283927	0.4015951874602912	0.4921806844072024
kingdom	11	0.14336038192361114	4.5500250796078685	0.96635876	0.36363636363636365	0.6666666666666666	0.4705882352941177	4.0	2.0	7.0	6.0	0.3076923076923077	0.7980285013630004	0.44538818690145704	0.4888350153705312
kingdom	12	0.14336038192361114	4.5500250796078685	0.9585741	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.717135831905278	0.4002411284670046	0.5013598957000978
kingdom	13	0.14336038192361114	4.5500250796078685	0.9715577300000001	0.36363636363636365	0.6666666666666666	0.4705882352941177	4.0	2.0	7.0	6.0	0.3076923076923077	0.8166981360393031	0.45580790840813123	0.4940900199273507
kingdom	14	0.14336038192361114	4.5500250796078685	0.9699320399999999	0.3333333333333333	0.5	0.4	3.0	3.0	6.0	6.0	0.25	0.33905401782506145	0.1892296503230628	0.5501131599668057
kingdom	15	0.14336038192361114	4.5500250796078685	0.9340392100000001	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7254144675152222	0.4048615229742601	0.4763427739266889
kingdom	18	0.14336038192361114	4.5500250796078685	0.9371822999999999	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.6510989907326716	0.3633852656646961	0.48520347375386363
kingdom	9	0.14336038192361114	4.5500250796078685	0.9722023800000001	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7609502489172906	0.4246944201975566	0.49680830826617406
kingdom	2	0.14336038192361114	4.5500250796078685	0.9515599	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7427567673778379	0.41454044481642416	0.47889663323391796
kingdom	3	0.14336038192361114	4.5500250796078685	0.9663251500000001	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.6151443622371179	0.34331860542762527	0.490538520675752
kingdom	4	0.14336038192361114	4.5500250796078685	0.9534405499999999	0.45454545454545453	0.8333333333333334	0.5882352941176471	5.0	1.0	6.0	6.0	0.4166666666666667	0.6939179581943539	0.38728298642301306	0.48115883291496153
kingdom	5	0.14336038192361114	4.5500250796078685	0.9566871000000002	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.43280273032518746	0.24155180299488088	0.4853611194779155
kingdom	6	0.14336038192361114	4.5500250796078685	0.96922655	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.6435370051847152	0.3591648411725547	0.4884553303029472
kingdom	7	0.14336038192361114	4.5500250796078685	0.9759468899999999	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.5051942671231829	0.2819542889542178	0.4886568584927293
kingdom	8	0.14336038192361114	4.5500250796078685	0.9719527800000002	0.45454545454545453	0.8333333333333334	0.5882352941176471	5.0	1.0	6.0	6.0	0.4166666666666667	0.6880482063361616	0.384007015535737	0.4956563655124762
kingdom	1	0.14336038192361114	4.5500250796078685	0.96570607	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7174552101768626	0.4004193768742656	0.49327543438855553
kingdom	19	0.14336038192361114	4.5500250796078685	0.9782967700000001	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7453545748245145	0.4159903087581483	0.5728152831720795
kingdom	0	0.14336038192361114	4.5500250796078685	0.9853691599999999	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.7526775209971763	0.42007732283477367	0.49803518112560846
kingdom	17	0.14336038192361114	4.5500250796078685	0.9756325100000001	0.3333333333333333	0.5	0.4	3.0	3.0	6.0	6.0	0.25	0.4871764090103819	0.27189833087377097	0.496951083086775
phylum	17	0.14336038192361114	4.5500250796078685	0.9800769400000001	0.5	0.391304347826087	0.4390243902439025	9.0	14.0	9.0	23.0	0.28125	0.6467309359558522	0.2062612434972088	0.4992015948259229
phylum	1	0.14336038192361114	4.5500250796078685	0.9669653800000002	0.5263157894736842	0.4166666666666667	0.46511627906976744	10.0	14.0	9.0	24.0	0.30303030303030304	0.8957127170213995	0.28184315459607345	0.4939053574396925
phylum	10	0.14336038192361114	4.5500250796078685	0.9738654500000001	0.55	0.5238095238095238	0.5365853658536585	11.0	10.0	9.0	21.0	0.36666666666666664	0.9963488343439719	0.32725948148669365	0.4922196886702873
phylum	11	0.14336038192361114	4.5500250796078685	0.9668305199999996	0.5	0.45454545454545453	0.47619047619047616	10.0	12.0	10.0	22.0	0.3125	0.9375291555676809	0.30330516960357057	0.4890612619731372
phylum	12	0.14336038192361114	4.5500250796078685	0.9592698200000003	0.5263157894736842	0.4166666666666667	0.46511627906976744	10.0	14.0	9.0	24.0	0.30303030303030304	1.0451810579399858	0.3288745608898498	0.5017096950789417
phylum	13	0.14336038192361114	4.5500250796078685	0.9725007500000001	0.5	0.47619047619047616	0.4878048780487805	10.0	11.0	10.0	21.0	0.3225806451612903	0.9770865312522803	0.3209326097077176	0.4945567347852737
phylum	14	0.14336038192361114	4.5500250796078685	0.9736038299999997	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	0.5259476084482457	0.1701521788795948	0.5521860341460268
phylum	15	0.14336038192361114	4.5500250796078685	0.9351479500000002	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	0.8987184746009544	0.29074931456361147	0.47689320989019607
phylum	0	0.14336038192361114	4.5500250796078685	0.9854486000000001	0.5	0.4090909090909091	0.45	9.0	13.0	9.0	22.0	0.2903225806451613	0.9108760274053269	0.29468247076829696	0.4980618193318148
phylum	16	0.14336038192361114	4.5500250796078685	0.9865521499999999	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	0.47620911519054465	0.15406100769439743	0.5593368913594591
phylum	19	0.14336038192361114	4.5500250796078685	0.9783448800000002	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	1.092508368569049	0.3534433399263328	0.5728273164184089
phylum	2	0.14336038192361114	4.5500250796078685	0.9529194100000001	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	1.0020794861026754	0.3241881990374959	0.4795687805764479
phylum	3	0.14336038192361114	4.5500250796078685	0.9663818600000001	0.5263157894736842	0.47619047619047616	0.5	10.0	11.0	9.0	21.0	0.3333333333333333	0.9428397142702997	0.3096839433955097	0.490552688535541
phylum	4	0.14336038192361114	4.5500250796078685	0.9534918900000002	0.55	0.5	0.5238095238095238	11.0	11.0	9.0	22.0	0.3548387096774194	0.9658422399146797	0.3124648899161265	0.4811727608644549
phylum	5	0.14336038192361114	4.5500250796078685	0.9567448900000001	0.5263157894736842	0.5	0.5128205128205129	10.0	10.0	9.0	20.0	0.3448275862068966	0.604193509261094	0.20168474819824547	0.4853762076844746
phylum	6	0.14336038192361114	4.5500250796078685	0.9692828700000004	0.5263157894736842	0.45454545454545453	0.4878048780487805	10.0	12.0	9.0	22.0	0.3225806451612903	0.9403944518088266	0.30423213721543	0.48846935686558546
phylum	7	0.14336038192361114	4.5500250796078685	0.9763607900000004	0.5263157894736842	0.5	0.5128205128205129	10.0	10.0	9.0	20.0	0.3448275862068966	0.5981962520800209	0.19968281456952428	0.4888518550212053
phylum	18	0.14336038192361114	4.5500250796078685	0.93724171	0.55	0.55	0.55	11.0	9.0	9.0	20.0	0.3793103448275862	0.8638686649528348	0.2883664446849862	0.4852212718393372
phylum	8	0.14336038192361114	4.5500250796078685	0.9720058600000001	0.55	0.4782608695652174	0.5116279069767442	11.0	12.0	9.0	23.0	0.34375	0.8665425359078731	0.27636553481923365	0.49567102810006375
phylum	9	0.14336038192361114	4.5500250796078685	0.97278155	0.5263157894736842	0.47619047619047616	0.5	10.0	11.0	9.0	21.0	0.3333333333333333	0.9893585661587436	0.32496346681502797	0.4970917968696205
class	16	0.14336038192361114	4.5500250796078685	0.9929775999999998	0.5925925925925926	0.41025641025641024	0.4848484848484849	16.0	23.0	11.0	39.0	0.32	0.719012467254434	0.19626050731643388	0.5629793525811376
class	6	0.14336038192361114	4.5500250796078685	0.9692814099999998	0.6206896551724138	0.47368421052631576	0.5373134328358208	18.0	20.0	11.0	38.0	0.3673469387755102	1.2987071038179236	0.3570244241075545	0.4884694728265086
class	5	0.14336038192361114	4.5500250796078685	0.9567945199999999	0.6206896551724138	0.47368421052631576	0.5373134328358208	18.0	20.0	11.0	38.0	0.3673469387755102	1.2728992579761331	0.3499296517204362	0.4854015115858973
class	4	0.14336038192361114	4.5500250796078685	0.9551189099999999	0.6206896551724138	0.4864864864864865	0.5454545454545455	18.0	19.0	11.0	37.0	0.375	1.284121460566365	0.3556218921703542	0.48199427224910724
class	3	0.14336038192361114	4.5500250796078685	0.96638232	0.6071428571428571	0.425	0.5	17.0	23.0	11.0	40.0	0.3333333333333333	1.2526438075581556	0.33957298500529043	0.4905533055207262
class	2	0.14336038192361114	4.5500250796078685	0.9529198199999999	0.6071428571428571	0.4594594594594595	0.5230769230769231	17.0	20.0	11.0	37.0	0.3541666666666667	1.332002093220123	0.3688818537125694	0.4795698533592552
class	19	0.14336038192361114	4.5500250796078685	0.97834047	0.6333333333333333	0.48717948717948717	0.5507246376811593	19.0	20.0	11.0	39.0	0.38	1.596156930100296	0.43568447436568974	0.5728248718456171
class	18	0.14336038192361114	4.5500250796078685	0.9372394299999998	0.6333333333333333	0.5428571428571428	0.5846153846153846	19.0	16.0	11.0	35.0	0.41304347826086957	1.110208649552093	0.3122644057209415	0.4852206842987749
class	17	0.14336038192361114	4.5500250796078685	0.9800741600000002	0.6071428571428571	0.425	0.5	17.0	23.0	11.0	40.0	0.3333333333333333	1.057993135643796	0.28680610163715	0.499200402589941
class	7	0.14336038192361114	4.5500250796078685	0.9763591599999998	0.6071428571428571	0.4722222222222222	0.53125	17.0	19.0	11.0	36.0	0.3617021276595745	1.059360202406095	0.29562009315416093	0.4888514476526248
class	8	0.14336038192361114	4.5500250796078685	0.9817823799999998	0.6333333333333333	0.48717948717948717	0.5507246376811593	19.0	20.0	11.0	39.0	0.38	1.1279813209253522	0.3078919996110897	0.5006563825981731
class	15	0.14336038192361114	4.5500250796078685	0.9431153800000004	0.6071428571428571	0.4146341463414634	0.49275362318840576	17.0	24.0	11.0	41.0	0.3269230769230769	1.4195986375519556	0.38227308156478296	0.4809562190006054
class	14	0.14336038192361114	4.5500250796078685	0.97598254	0.6071428571428571	0.4146341463414634	0.49275362318840576	17.0	24.0	11.0	41.0	0.3269230769230769	0.7276859572349558	0.19595309964746607	0.5535348248996804
class	13	0.14336038192361114	4.5500250796078685	0.99095369	0.6071428571428571	0.4473684210526316	0.5151515151515151	17.0	21.0	11.0	38.0	0.3469387755102041	1.2452975810011202	0.34234174156160463	0.5039410258720207
class	12	0.14336038192361114	4.5500250796078685	0.95925786	0.5925925925925926	0.4	0.4776119402985075	16.0	24.0	11.0	40.0	0.3137254901960784	1.356901939691804	0.3678358039535694	0.5017060690858425
class	11	0.14336038192361114	4.5500250796078685	0.9685285999999997	0.5862068965517241	0.425	0.4927536231884058	17.0	23.0	12.0	40.0	0.3269230769230769	1.2506051614731464	0.33902033856878633	0.4899205751166889
class	10	0.14336038192361114	4.5500250796078685	0.9774417699999997	0.6333333333333333	0.5277777777777778	0.5757575757575758	19.0	17.0	11.0	36.0	0.40425531914893614	1.2983348696933754	0.36230724379895085	0.49402715908175904
class	1	0.14336038192361114	4.5500250796078685	0.97577715	0.6153846153846154	0.36363636363636365	0.4571428571428572	16.0	28.0	10.0	44.0	0.2962962962962963	1.2787314242398509	0.33791420302470804	0.49841027762608237
class	0	0.14336038192361114	4.5500250796078685	0.9883188700000004	0.5769230769230769	0.38461538461538464	0.46153846153846156	15.0	24.0	11.0	39.0	0.3	1.3926521837386134	0.3801361402529898	0.4995131898960808
class	9	0.14336038192361114	4.5500250796078685	0.9730610500000003	0.6071428571428571	0.4473684210526316	0.5151515151515151	17.0	21.0	11.0	38.0	0.3469387755102041	1.301423165835337	0.35777109013776004	0.4972381279185071
